Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Series A - Pimax VR,https://www.crunchbase.com/funding_round/pimax-series-a--dbcf8f38,Pimax VR,https://www.crunchbase.com/organization/pimax,Series A,15000000,USD,15000000,2017-12-20
Series A - ODG (Osterhout Design Group),https://www.crunchbase.com/funding_round/odg-series-a--2c1b9168,ODG (Osterhout Design Group),https://www.crunchbase.com/organization/odg,Series A,58000000,USD,58000000,2016-12-01
Series C - Aquifi,https://www.crunchbase.com/funding_round/aquifi-series-c--945c92e7,Aquifi,https://www.crunchbase.com/organization/aquifi,Series C,11591907,USD,11591907,2015-05-29
