Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Seed Round - Goin,https://www.crunchbase.com/funding_round/goin-2-seed--ad403c43,Goin,https://www.crunchbase.com/organization/goin-2,Seed,625000,EUR,752303,2018-01-07
Seed Round - Jienem,https://www.crunchbase.com/funding_round/jienem-seed--2ac44e26,Jienem,https://www.crunchbase.com/organization/jienem,Seed,200000,USD,200000,2015-12-31
