Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Series C - Lancai,https://www.crunchbase.com/funding_round/lancai-series-c--be84d6b0,Lancai,https://www.crunchbase.com/organization/lancai,Series C,,,,2018-07-11
Series B - Dotc United Group,https://www.crunchbase.com/funding_round/dotc-united-group-series-b--d7f3f472,Dotc United Group,https://www.crunchbase.com/organization/dotc-united-group,Series B,2200000000,CNY,325699094,2017-07-26
Series C - Beijing Weiying Technology,https://www.crunchbase.com/funding_round/beijing-weiying-technology-series-c--164ac070,Beijing Weiying Technology,https://www.crunchbase.com/organization/beijing-weiying-technology,Series C,462000000,USD,462000000,2016-04-27
Series A - Baidu Video,https://www.crunchbase.com/funding_round/baidu-video-series-a--ae52afe0,Baidu Video,https://www.crunchbase.com/organization/baidu-video,Series A,500000000,CNY,77176536,2016-04-21
