Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Series B - Shenzhen Core Energy Semiconductor,https://www.crunchbase.com/funding_round/shenzhen-core-energy-semiconductor-series-b--bc99aaf9,Shenzhen Core Energy Semiconductor,https://www.crunchbase.com/organization/shenzhen-core-energy-semiconductor,Series B,,,,2018-07-27
Seed Round - Wisdom aviation (Smart Hang'an),https://www.crunchbase.com/funding_round/wisdom-aviation-smart-hang-an-seed--4228f792,Wisdom aviation (Smart Hang'an),https://www.crunchbase.com/organization/wisdom-aviation-smart-hang-an,Seed,,,,2018-07-30
