Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date
Corporate Round - Maoyan,https://www.crunchbase.com/funding_round/maoyan-corporate-round--25365d6f,Maoyan,https://www.crunchbase.com/organization/maoyan,Corporate Round,999999999,CNY,152940276,2017-09-05
Corporate Round - Maoyan,https://www.crunchbase.com/funding_round/maoyan-corporate-round--533942bd,Maoyan,https://www.crunchbase.com/organization/maoyan,Corporate Round,367500000,USD,367500000,2016-05-31
